food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium
Grains,44.07,27.9,64.94,8.32,97.27,Animal Feed,17.14,2.46,56.62,61.28,1.1,0.15,0.43
Grains,31.73,22.8,6.18,24.45,97.93,Compost,12.43,1.45,-18.27,-41.48,1.0,0.26,0.31
Vegetables,45.77,73.86,38.44,2.79,90.57,Animal Feed,16.58,6.76,35.65,40.54,1.23,0.49,1.35
Vegetables,25.4,74.63,36.1,25.32,94.67,Biogas,9.62,3.79,10.78,-7.32,1.47,0.57,0.89
Meat,5.92,65.61,56.36,5.28,86.13,Biogas,2.04,0.78,51.08,57.07,2.63,0.89,0.54
Mixed,21.67,44.37,57.2,28.47,82.17,Compost,7.12,1.92,28.72,11.69,0.86,0.43,0.81
Grains,22.36,20.0,51.1,18.21,98.49,Compost,8.81,0.89,32.89,24.9,1.1,0.28,0.4
Vegetables,21.95,82.11,34.16,29.98,96.87,Biogas,8.5,3.6,4.17,-18.98,1.41,0.57,1.37
Fruits,13.74,48.78,27.2,17.8,85.65,Compost,4.71,1.34,9.39,-2.97,1.55,0.38,0.9
Vegetables,6.34,87.1,81.02,4.19,91.43,Donation,2.32,1.1,76.84,88.86,1.58,0.62,1.47
Meat,49.96,71.28,63.15,23.89,92.52,Biogas,18.49,7.12,39.26,28.0,2.56,1.36,0.59
Grains,6.94,21.18,38.28,24.26,96.33,Compost,2.67,0.29,14.02,-2.59,1.1,0.29,0.4
Grains,1.48,19.4,95.92,5.33,96.46,Animal Feed,0.57,0.06,90.59,104.45,0.75,0.27,0.44
Grains,3.14,19.98,97.17,19.65,95.63,Compost,1.2,0.13,77.52,77.3,1.04,0.45,0.49
Vegetables,12.8,73.21,58.72,9.12,97.57,Animal Feed,5.0,1.87,49.6,52.23,1.68,0.66,1.27
Vegetables,9.62,88.07,7.7,27.36,97.08,Biogas,3.73,1.69,-19.66,-45.48,1.52,0.45,1.12
Vegetables,17.86,77.01,35.26,29.42,94.14,Biogas,6.73,2.75,5.84,-16.52,1.64,0.54,1.31
Vegetables,1.35,82.89,73.23,13.82,91.51,Biogas,0.5,0.22,59.4,60.23,1.31,0.51,1.17
Grains,27.37,22.6,44.61,23.23,97.98,Compost,10.73,1.24,21.38,7.07,0.89,0.33,0.38
Vegetables,8.96,76.29,70.86,12.49,92.15,Biogas,3.3,1.37,58.38,60.06,1.17,0.48,1.55
Fruits,49.19,70.14,54.29,7.77,95.55,Animal Feed,18.8,6.9,46.51,49.6,1.42,0.4,1.06
Vegetables,44.81,71.4,88.46,25.61,95.91,Biogas,17.19,6.4,62.84,54.92,1.61,0.36,0.89
Grains,14.37,19.51,66.08,9.58,97.04,Animal Feed,5.58,0.56,56.5,60.14,0.92,0.29,0.31
Grains,3.57,29.85,87.04,23.18,97.54,Compost,1.39,0.21,63.86,58.09,1.04,0.3,0.38
Meat,7.83,66.44,86.96,18.76,92.66,Biogas,2.9,1.04,68.2,66.82,3.47,1.03,0.41
Vegetables,18.3,91.45,33.2,7.31,90.27,Animal Feed,6.61,3.35,25.89,25.22,1.34,0.78,1.4
Fruits,6.21,61.93,23.48,8.8,91.42,Animal Feed,2.27,0.77,14.68,10.58,1.21,0.3,1.11
Grains,49.17,14.35,8.96,9.01,99.93,Animal Feed,19.66,1.41,-0.05,-7.27,1.05,0.34,0.43
Vegetables,19.21,94.53,12.96,10.11,91.05,Biogas,6.99,3.63,2.85,-4.67,1.47,0.5,1.02
Meat,6.22,55.75,71.99,19.54,85.08,Compost,2.12,0.69,52.45,47.3,3.32,1.02,0.54
Vegetables,30.15,73.29,8.18,3.82,94.01,Animal Feed,11.34,4.42,4.36,2.17,1.84,0.7,1.33
Fruits,38.69,84.83,62.28,3.46,84.57,Animal Feed,13.09,6.56,58.82,67.81,1.46,0.24,0.79
Vegetables,4.52,87.34,98.44,13.69,94.94,Biogas,1.72,0.79,84.75,90.75,1.68,0.53,1.15
Vegetables,49.64,70.57,55.87,7.2,95.5,Animal Feed,18.96,7.01,48.67,52.64,1.84,0.5,0.81
Grains,38.05,15.33,17.0,2.21,96.92,Animal Feed,14.75,1.17,14.8,15.99,1.08,0.27,0.43
Vegetables,8.89,83.33,3.82,27.81,99.71,Biogas,3.55,1.48,-23.99,-51.03,1.58,0.54,1.18
Vegetables,45.71,71.41,66.75,29.24,99.48,Biogas,18.19,6.53,37.51,21.61,1.37,0.4,0.72
Grains,36.35,11.76,38.82,20.38,98.14,Compost,14.27,0.86,18.44,5.82,0.98,0.35,0.39
Vegetables,13.71,79.4,57.45,8.61,93.04,Animal Feed,5.1,2.18,48.84,51.72,1.52,0.43,0.43
Grains,25.62,16.69,84.76,27.61,99.13,Compost,10.16,0.86,57.15,46.5,1.11,0.26,0.48
Grains,11.53,28.32,63.73,28.56,95.95,Compost,4.43,0.65,35.17,19.36,0.99,0.28,0.42
Vegetables,3.98,85.1,22.12,7.34,99.66,Animal Feed,1.59,0.68,14.78,11.86,1.54,0.43,1.2
Vegetables,3.14,92.62,88.73,15.85,95.16,Biogas,1.19,0.58,72.88,74.77,1.4,0.52,1.22
Fruits,40.74,43.41,29.07,12.56,83.64,Compost,13.63,3.54,16.51,9.77,1.02,0.33,1.19
Grains,45.62,12.07,79.56,16.71,96.4,Compost,17.59,1.1,62.85,62.05,1.19,0.32,0.43
Vegetables,23.09,87.33,52.69,0.53,98.38,Animal Feed,9.09,4.03,52.16,62.17,1.53,0.51,1.29
Vegetables,8.65,71.37,47.2,8.33,94.01,Animal Feed,3.25,1.23,38.87,39.97,1.74,0.36,1.67
Mixed,5.23,82.25,7.09,12.89,85.6,Biogas,1.79,0.86,-5.79,-17.26,1.46,0.3,0.81
Meat,14.2,64.06,23.81,5.8,87.79,Biogas,4.99,1.82,18.02,16.98,3.4,0.96,0.51
Mixed,10.93,76.37,96.15,29.29,86.64,Biogas,3.79,1.67,66.87,56.81,1.55,0.53,0.52
Meat,37.98,64.09,56.25,26.7,92.56,Biogas,14.06,4.87,29.55,14.09,2.98,1.23,0.57
Vegetables,11.2,81.41,61.74,25.66,92.08,Biogas,4.13,1.82,36.08,22.77,1.95,0.59,1.2
Vegetables,45.14,85.04,91.55,0.29,90.32,Donation,16.31,7.68,91.26,109.28,1.59,0.51,1.23
Grains,24.27,16.94,30.75,24.93,98.14,Compost,9.53,0.82,5.82,-12.95,0.92,0.18,0.4
Mixed,43.81,63.51,47.91,28.39,95.91,Biogas,16.81,5.56,19.52,0.71,1.15,0.48,0.69
Grains,33.71,12.26,36.08,26.32,95.72,Compost,12.91,0.83,9.75,-9.35,0.97,0.33,0.4
Vegetables,31.23,85.02,72.52,7.94,98.6,Animal Feed,12.32,5.31,64.58,71.15,1.9,0.74,1.35
Mixed,33.7,58.63,71.9,24.72,92.24,Compost,12.44,3.95,47.18,36.83,1.22,0.31,0.75
Meat,12.23,73.92,62.31,26.48,85.25,Biogas,4.17,1.81,35.83,21.82,2.4,0.83,0.49
Mixed,40.6,61.09,78.51,14.48,93.03,Biogas,15.11,4.96,64.03,65.25,1.03,0.39,1.04
Vegetables,26.78,86.9,67.67,12.44,97.27,Biogas,10.42,4.65,55.23,56.32,1.69,0.31,1.07
Vegetables,18.0,90.17,57.95,6.58,97.97,Animal Feed,7.05,3.25,51.37,56.38,1.38,0.17,1.07
Grains,1.54,19.51,7.24,3.23,96.68,Animal Feed,0.6,0.06,4.01,2.23,1.11,0.37,0.44
Grains,38.03,16.43,59.39,29.26,97.45,Compost,14.82,1.25,30.13,12.74,0.87,0.35,0.37
Grains,38.96,25.36,94.36,15.02,97.49,Compost,15.19,1.98,79.34,83.19,0.93,0.34,0.39
Grains,31.58,12.65,9.51,7.27,96.95,Animal Feed,12.25,0.8,2.24,-3.13,0.9,0.28,0.34
Vegetables,27.49,75.76,67.29,24.08,92.28,Biogas,10.15,4.17,43.21,32.59,1.74,0.39,1.25
Vegetables,30.33,83.19,70.65,1.0,92.93,Animal Feed,11.27,5.05,69.65,82.79,1.47,0.55,0.89
Grains,9.35,12.81,47.01,28.9,98.12,Compost,3.67,0.24,18.11,-1.39,0.94,0.21,0.47
Vegetables,37.27,76.43,47.18,8.38,95.09,Animal Feed,14.18,5.7,38.8,39.86,1.24,0.31,1.32
Vegetables,11.57,87.5,20.58,7.72,97.71,Animal Feed,4.52,2.02,12.85,9.25,1.37,0.34,1.3
Fruits,11.25,55.04,89.97,6.59,91.96,Animal Feed,4.14,1.24,83.38,94.79,1.6,0.25,1.27
Meat,8.79,65.39,70.58,27.6,93.71,Biogas,3.3,1.15,42.99,29.51,3.87,0.93,0.47
Grains,10.12,12.54,6.97,6.7,96.3,Animal Feed,3.9,0.25,0.27,-5.04,1.02,0.3,0.35
Grains,24.22,21.31,78.05,21.39,98.53,Compost,9.55,1.03,56.66,50.88,0.99,0.27,0.26
Grains,46.82,18.45,25.95,8.68,99.04,Animal Feed,18.55,1.73,17.27,13.78,0.93,0.35,0.38
Grains,11.42,14.58,54.36,2.07,96.53,Animal Feed,4.41,0.33,52.29,61.09,1.07,0.32,0.45
Vegetables,28.17,78.2,38.5,24.08,92.21,Biogas,10.39,4.4,14.42,-1.95,1.6,0.7,1.12
Meat,37.01,74.63,41.45,17.71,87.95,Biogas,13.02,5.52,23.73,14.3,3.48,1.08,0.64
Vegetables,49.3,90.0,3.1,25.94,98.69,Biogas,19.46,8.87,-22.84,-48.16,1.58,0.41,1.32
Vegetables,13.93,84.04,19.56,9.88,94.21,Animal Feed,5.25,2.34,9.67,3.7,1.45,0.72,1.36
Grains,48.14,17.31,95.12,26.83,96.91,Compost,18.66,1.67,68.29,60.48,1.04,0.25,0.49
Grains,32.59,11.16,3.33,12.42,98.48,Compost,12.84,0.73,-9.09,-20.84,0.91,0.37,0.49
Fruits,19.99,67.14,56.65,27.06,83.78,Compost,6.7,2.68,29.59,13.86,0.93,0.47,0.77
Mixed,47.26,80.29,47.65,13.26,80.06,Compost,15.14,7.59,34.38,30.65,1.57,0.25,0.73
Meat,14.7,55.44,47.15,10.11,87.56,Compost,5.15,1.63,37.05,36.37,2.96,1.16,0.34
Vegetables,19.18,94.31,40.53,16.66,92.33,Biogas,7.08,3.62,23.88,15.33,1.61,0.59,1.36
Vegetables,2.74,90.9,74.12,5.35,98.96,Animal Feed,1.08,0.5,68.76,78.24,1.72,0.55,1.09
Grains,21.72,25.2,14.8,15.77,99.19,Compost,8.62,1.09,-0.97,-13.77,1.01,0.26,0.44
Fruits,16.61,59.13,9.24,20.79,94.48,Compost,6.28,1.96,-11.55,-30.48,1.4,0.38,0.77
Vegetables,46.8,82.91,88.02,12.85,94.6,Biogas,17.71,7.76,75.17,79.92,1.86,0.44,0.99
Vegetables,26.94,86.18,65.03,12.62,92.76,Biogas,9.99,4.64,52.41,52.79,1.47,0.56,1.41
Mixed,14.44,66.0,20.12,5.56,85.56,Animal Feed,4.94,1.91,14.56,13.02,0.63,0.32,1.11
Mixed,29.89,57.56,20.67,11.91,94.43,Compost,11.29,3.44,8.77,1.0,1.45,0.24,0.83
Fruits,4.01,49.83,38.31,3.05,96.08,Animal Feed,1.54,0.4,35.26,39.87,1.29,0.31,0.9
Grains,34.47,23.61,63.56,20.71,98.19,Compost,13.54,1.63,42.86,34.86,0.87,0.48,0.4
Grains,29.76,13.12,25.21,3.33,96.05,Animal Feed,11.43,0.78,21.88,23.59,1.03,0.29,0.42
Fruits,44.74,44.98,73.91,18.43,94.35,Compost,16.89,4.02,55.48,51.83,1.67,0.21,0.68
Meat,4.64,57.96,36.78,22.06,88.19,Compost,1.64,0.54,14.72,0.02,3.02,0.58,0.46
Grains,33.03,14.21,60.26,29.94,96.63,Compost,12.77,0.94,30.32,12.43,0.83,0.29,0.39
Vegetables,41.24,72.97,9.08,12.22,96.7,Biogas,15.95,6.02,-3.14,-13.55,1.65,0.53,1.13
Mixed,39.29,72.53,14.97,25.13,89.59,Biogas,14.08,5.7,-10.16,-32.29,0.99,0.39,1.0
Vegetables,3.63,73.15,92.05,17.55,96.09,Biogas,1.39,0.53,74.5,75.36,1.21,0.57,1.38
Meat,37.9,56.45,29.74,14.22,88.1,Compost,13.36,4.28,15.52,7.25,3.37,0.92,0.5
Vegetables,7.19,81.58,19.29,4.4,97.31,Animal Feed,2.8,1.17,14.9,14.36,1.53,0.62,0.73
Meat,23.79,69.76,44.4,12.72,92.04,Biogas,8.76,3.32,31.69,27.85,2.74,1.01,0.36
Grains,49.12,26.26,50.08,27.1,99.52,Compost,19.55,2.58,22.99,5.91,0.98,0.28,0.5
Mixed,9.01,78.38,9.31,26.47,88.67,Biogas,3.2,1.41,-17.16,-41.77,0.95,0.55,0.75
Grains,43.89,29.89,97.59,21.08,97.59,Compost,17.13,2.62,76.51,74.95,0.93,0.28,0.37
Vegetables,24.33,81.67,68.63,14.62,94.93,Biogas,9.24,3.97,54.01,53.12,1.68,0.45,1.21
Meat,40.95,55.76,32.79,12.72,85.48,Compost,14.0,4.57,20.08,13.92,2.18,0.93,0.45
Grains,14.38,11.02,96.48,15.11,96.87,Compost,5.57,0.32,81.37,85.56,0.92,0.3,0.46
Vegetables,10.47,87.36,39.17,16.13,95.36,Biogas,3.99,1.83,23.05,14.75,1.79,0.56,1.23
Grains,8.33,18.35,15.98,4.85,96.68,Animal Feed,3.22,0.31,11.13,9.47,1.14,0.27,0.39
Vegetables,44.83,75.15,27.22,5.03,94.16,Animal Feed,16.89,6.74,22.19,22.59,1.7,0.43,0.98
Vegetables,40.06,82.39,25.76,9.24,96.31,Animal Feed,15.43,6.6,16.52,12.43,1.54,0.56,0.81
Grains,8.37,22.34,9.64,23.97,99.26,Compost,3.32,0.37,-14.33,-36.37,0.98,0.27,0.46
Mixed,9.88,80.28,37.03,5.71,90.02,Animal Feed,3.56,1.59,31.31,33.0,1.82,0.43,0.95
Fruits,30.56,56.22,20.44,26.92,87.99,Compost,10.76,3.44,-6.48,-29.32,1.05,0.5,0.48
Vegetables,32.2,92.02,65.8,11.17,90.35,Biogas,11.64,5.93,54.63,56.61,1.26,0.47,1.44
Grains,13.46,10.44,86.57,14.93,99.74,Compost,5.37,0.28,71.64,74.02,0.96,0.24,0.38
Vegetables,33.46,78.53,20.08,24.23,93.47,Biogas,12.51,5.26,-4.15,-24.37,1.61,0.41,1.42
Fruits,25.38,63.7,68.72,26.43,92.53,Biogas,9.39,3.23,42.29,29.61,0.4,0.43,0.99
Vegetables,14.33,91.28,75.58,16.47,93.94,Biogas,5.38,2.62,59.11,57.76,1.54,0.42,1.29
Vegetables,25.23,87.42,30.35,8.31,90.12,Animal Feed,9.1,4.41,22.04,19.8,1.63,0.71,1.34
Grains,34.13,28.58,75.86,13.43,95.71,Compost,13.07,1.95,62.42,64.16,0.92,0.27,0.39
Meat,16.79,71.11,97.23,8.95,90.35,Biogas,6.07,2.39,88.29,98.78,3.79,1.02,0.47
Vegetables,24.8,83.55,53.5,11.83,97.66,Biogas,9.69,4.14,41.66,40.53,1.51,0.38,0.79
Mixed,42.71,60.47,57.95,28.68,80.0,Compost,13.67,5.17,29.27,12.17,1.01,0.35,0.9
Vegetables,24.8,94.44,76.94,10.43,98.26,Biogas,9.75,4.68,66.51,71.47,1.4,0.42,1.32
Grains,30.85,22.19,29.6,9.39,98.63,Animal Feed,12.17,1.37,20.21,16.74,0.95,0.31,0.5
Vegetables,21.51,94.67,1.35,27.01,92.85,Biogas,7.99,4.07,-25.66,-52.41,1.4,0.67,1.24
Vegetables,43.59,70.97,82.32,23.36,91.46,Biogas,15.95,6.19,58.96,52.07,1.27,0.37,1.02
Grains,11.42,22.69,99.12,26.73,95.78,Compost,4.38,0.52,72.39,65.48,1.03,0.32,0.34
Grains,27.39,29.97,63.41,2.88,97.74,Animal Feed,10.71,1.64,60.53,70.34,1.08,0.29,0.38
Vegetables,21.76,83.69,13.22,18.23,99.92,Biogas,8.69,3.64,-5.0,-20.59,1.46,0.44,0.94
Meat,24.62,56.15,98.26,25.48,91.21,Compost,8.98,2.76,72.78,66.96,2.36,1.03,0.36
Meat,44.55,68.39,74.69,17.5,94.03,Biogas,16.76,6.09,57.19,54.63,2.0,0.99,0.43
Vegetables,17.68,77.94,83.52,26.51,92.61,Biogas,6.55,2.76,57.02,47.21,1.54,0.29,1.29
Grains,17.96,11.15,37.81,28.46,99.65,Compost,7.16,0.4,9.35,-11.55,1.06,0.3,0.39
Grains,41.01,15.65,43.6,11.6,96.5,Compost,15.83,1.28,32.0,29.12,1.07,0.3,0.43
Vegetables,48.23,93.98,98.86,2.0,97.47,Donation,18.81,9.07,96.86,114.64,1.62,0.4,1.04
Fruits,18.42,58.85,75.49,22.73,94.98,Compost,7.0,2.17,52.77,45.14,1.12,0.33,0.82
Vegetables,10.96,82.28,1.47,19.81,93.68,Biogas,4.11,1.8,-18.35,-37.87,1.54,0.64,1.11
Vegetables,4.09,80.21,51.23,27.34,98.41,Biogas,1.61,0.66,23.89,6.8,1.53,0.39,0.98
Grains,8.71,22.56,37.17,26.72,97.96,Compost,3.41,0.39,10.45,-8.83,1.07,0.28,0.32
Grains,43.93,20.54,30.63,4.06,95.45,Animal Feed,16.77,1.8,26.57,28.64,1.13,0.29,0.35
Vegetables,34.43,79.65,24.85,15.65,96.33,Biogas,13.27,5.48,9.21,-1.47,1.18,0.73,1.55
Vegetables,22.16,84.32,97.9,10.62,91.82,Biogas,8.14,3.74,87.28,96.24,1.34,0.43,1.16
Grains,33.0,22.97,95.16,6.92,99.75,Animal Feed,13.17,1.52,88.24,100.35,0.94,0.32,0.42
Grains,44.47,22.48,73.96,0.91,99.89,Animal Feed,17.77,2.0,73.04,86.92,0.99,0.25,0.4
Grains,46.8,17.65,5.46,24.14,95.11,Compost,17.8,1.65,-18.69,-41.74,1.02,0.27,0.42
Fruits,6.91,53.57,50.98,28.29,94.04,Compost,2.6,0.74,22.69,4.6,1.38,0.4,1.2
Vegetables,12.26,78.17,54.43,4.0,98.53,Animal Feed,4.83,1.92,50.43,57.32,1.46,0.28,1.19
Vegetables,14.75,85.13,21.13,8.61,97.12,Animal Feed,5.73,2.51,12.52,8.14,1.81,0.44,1.17
Grains,18.57,21.15,33.97,11.61,97.06,Compost,7.21,0.79,22.36,17.54,0.9,0.36,0.42
Fruits,11.91,45.36,42.82,7.16,89.02,Animal Feed,4.24,1.08,35.66,37.07,1.54,0.57,0.75
Meat,43.76,57.03,32.24,16.15,85.95,Compost,15.05,4.99,16.1,6.4,3.05,0.91,0.47
Mixed,20.57,49.9,54.43,10.73,83.0,Compost,6.83,2.05,43.7,43.86,1.06,0.35,0.8
Grains,24.1,16.58,43.64,10.51,96.33,Compost,9.29,0.8,33.13,31.35,1.01,0.29,0.42
Vegetables,10.11,74.74,56.29,22.29,96.94,Biogas,3.92,1.51,34.0,22.98,1.77,0.45,1.02
Grains,30.4,24.79,57.19,7.27,95.28,Animal Feed,11.59,1.51,49.92,54.09,1.06,0.25,0.45
Fruits,24.55,68.93,61.86,18.28,94.29,Biogas,9.26,3.38,43.57,37.66,1.29,0.45,0.81
Mixed,13.19,50.78,63.39,13.58,89.24,Compost,4.71,1.34,49.81,48.92,1.18,0.37,1.12
Grains,41.29,13.61,35.73,10.08,98.48,Compost,16.26,1.12,25.65,22.72,0.97,0.37,0.37
Grains,35.42,25.44,29.69,2.9,96.96,Animal Feed,13.74,1.8,26.79,29.83,1.11,0.36,0.45
Fruits,34.18,69.16,3.81,23.14,81.06,Compost,11.08,4.73,-19.33,-41.7,1.28,0.53,0.95
Vegetables,21.12,90.44,96.89,19.66,96.95,Biogas,8.19,3.82,77.24,76.96,1.2,0.51,1.15
Vegetables,18.41,94.42,34.08,19.81,92.24,Biogas,6.79,3.48,14.27,1.28,1.09,0.63,1.3
Grains,14.64,15.44,6.9,2.84,97.69,Animal Feed,5.72,0.45,4.06,2.61,1.04,0.32,0.38
Vegetables,6.79,81.89,47.42,12.65,94.0,Biogas,2.55,1.11,34.77,31.61,1.36,0.56,1.17
Vegetables,44.86,78.31,77.42,8.89,95.79,Animal Feed,17.19,7.03,68.53,75.13,1.63,0.57,1.07
Grains,35.49,21.25,43.85,25.8,98.0,Compost,13.91,1.51,18.05,1.01,0.92,0.31,0.38
Vegetables,13.31,73.04,11.83,18.06,90.35,Biogas,4.81,1.94,-6.23,-21.91,1.91,0.59,0.95
Mixed,15.3,78.16,17.14,13.58,97.96,Biogas,5.99,2.39,3.56,-6.59,0.69,0.48,0.98
Vegetables,14.88,91.52,21.94,6.9,94.22,Animal Feed,5.61,2.72,15.04,12.53,1.59,0.61,0.87
Grains,21.05,15.9,59.96,25.68,95.27,Compost,8.02,0.67,34.29,20.6,1.13,0.3,0.38
Grains,46.67,28.06,19.61,27.24,96.04,Compost,17.93,2.62,-7.63,-30.95,1.06,0.26,0.37
Mixed,3.54,66.71,43.08,15.1,90.16,Biogas,1.28,0.47,27.98,21.5,1.68,0.27,0.52
Meat,20.21,58.27,31.47,24.75,93.27,Compost,7.54,2.36,6.71,-11.75,2.4,0.91,0.56
Vegetables,16.97,81.21,97.92,2.22,91.87,Donation,6.23,2.76,95.7,113.07,1.44,0.37,1.33
Vegetables,38.07,83.51,42.93,5.31,93.28,Animal Feed,14.21,6.36,37.61,40.89,1.6,0.43,1.02
Mixed,6.27,84.35,33.91,15.39,95.15,Biogas,2.39,1.06,18.51,9.9,1.67,0.35,0.58
Grains,27.6,19.46,54.13,26.64,97.22,Compost,10.73,1.07,27.49,11.68,1.07,0.16,0.4
Grains,36.41,21.95,9.69,23.81,98.22,Compost,14.3,1.6,-14.11,-35.98,0.96,0.3,0.36
Grains,40.26,15.46,81.5,13.57,96.28,Compost,15.5,1.24,67.93,70.66,0.98,0.33,0.33
Vegetables,48.71,72.92,81.5,15.65,94.87,Biogas,18.48,7.1,65.86,66.51,1.33,0.48,1.25
Grains,35.34,28.16,95.84,29.42,95.46,Compost,13.49,1.99,66.41,56.15,1.09,0.36,0.35
Grains,10.49,12.38,8.77,10.16,99.73,Compost,4.18,0.26,-1.39,-9.8,0.87,0.29,0.44
Vegetables,30.62,81.93,25.82,6.67,90.04,Animal Feed,11.03,5.02,19.15,17.64,1.78,0.5,1.22
Vegetables,49.96,77.38,74.97,6.84,94.06,Animal Feed,18.8,7.73,68.14,76.29,1.57,0.59,1.36
Grains,46.2,19.93,59.51,8.27,98.67,Animal Feed,18.23,1.84,51.24,54.88,0.97,0.29,0.38
Mixed,20.86,60.58,86.76,20.57,92.63,Biogas,7.73,2.53,66.19,62.96,0.5,0.45,0.83
Vegetables,7.26,90.41,41.08,15.07,99.42,Biogas,2.89,1.31,26.01,19.16,1.35,0.65,1.06
Fruits,5.09,63.87,28.34,20.08,83.86,Compost,1.71,0.65,8.26,-6.16,1.57,0.26,0.81
Vegetables,37.05,86.14,2.73,19.66,99.71,Biogas,14.78,6.38,-16.93,-36.04,1.42,0.47,1.3
Grains,2.34,12.45,75.31,23.7,97.92,Compost,0.92,0.06,51.61,42.97,0.97,0.25,0.4
Grains,5.7,17.63,74.68,22.01,99.66,Compost,2.27,0.2,52.68,45.6,0.94,0.26,0.35
Mixed,20.02,63.16,2.33,1.8,88.41,Animal Feed,7.08,2.53,0.53,-0.8,1.15,0.41,0.74
Grains,19.23,27.36,62.47,26.18,98.67,Compost,7.59,1.05,36.29,22.61,1.14,0.28,0.33
Grains,40.62,25.66,98.12,5.38,97.07,Animal Feed,15.77,2.08,92.74,106.98,1.19,0.3,0.36
Mixed,16.9,74.34,26.95,3.0,88.21,Animal Feed,5.96,2.51,23.95,26.35,1.44,0.33,0.9
Fruits,15.52,71.25,0.85,6.62,94.76,Animal Feed,5.88,2.21,-5.77,-12.22,1.17,0.41,0.98
Grains,21.58,28.37,96.44,22.12,96.8,Compost,8.36,1.22,74.31,71.48,1.09,0.3,0.44
Fruits,6.14,66.38,7.88,15.02,82.57,Compost,2.03,0.81,-7.14,-20.58,1.47,0.25,1.3
Meat,3.61,69.01,83.33,2.84,90.76,Donation,1.31,0.5,80.49,94.32,3.6,0.9,0.56
Grains,10.77,27.52,94.2,28.56,98.52,Compost,4.25,0.59,65.63,55.91,0.92,0.28,0.47
Grains,1.28,17.18,96.06,26.56,97.57,Compost,0.5,0.04,69.5,62.15,1.12,0.43,0.4
Vegetables,14.03,90.83,20.15,26.66,98.24,Biogas,5.51,2.55,-6.51,-29.14,1.69,0.41,1.14
Grains,9.28,24.1,98.88,4.6,98.71,Donation,3.66,0.45,94.27,109.45,1.2,0.29,0.42
Grains,33.2,18.38,0.73,3.75,97.38,Animal Feed,12.93,1.22,-3.02,-6.62,1.03,0.34,0.35
Mixed,38.44,83.52,78.21,11.43,80.64,Compost,12.4,6.42,66.78,70.99,1.2,0.37,0.82
Vegetables,28.83,77.0,57.84,1.12,96.6,Animal Feed,11.14,4.44,56.72,67.17,1.76,0.6,1.48
Fruits,3.52,47.69,25.29,3.8,81.84,Animal Feed,1.15,0.34,21.49,22.75,1.15,0.39,0.67
Grains,12.08,10.38,61.65,28.12,97.09,Compost,4.69,0.25,33.53,17.74,0.89,0.24,0.5
Grains,24.16,14.27,42.13,19.75,98.78,Compost,9.54,0.69,22.38,11.06,0.94,0.3,0.34
Mixed,47.38,47.55,60.19,29.12,84.71,Compost,16.06,4.51,31.07,13.99,1.22,0.54,1.16
Grains,23.83,20.86,97.14,18.55,99.04,Compost,9.44,0.99,78.59,79.47,0.96,0.38,0.46
Vegetables,34.87,86.49,45.09,29.5,90.14,Biogas,12.57,6.03,15.59,-4.89,1.83,0.48,1.5
Vegetables,5.51,80.75,67.21,11.31,95.42,Biogas,2.1,0.89,55.89,58.02,1.5,0.38,1.05
Grains,39.17,25.22,16.76,11.01,96.88,Compost,15.18,1.98,5.75,-1.91,0.84,0.41,0.37
Grains,33.18,16.63,15.86,17.39,98.34,Compost,13.05,1.1,-1.53,-15.75,0.97,0.31,0.43
Grains,43.66,17.01,31.52,19.85,97.11,Compost,16.96,1.49,11.67,-1.87,1.06,0.42,0.35
Vegetables,16.13,87.58,14.73,7.57,96.51,Animal Feed,6.23,2.83,7.16,2.53,1.53,0.52,1.03
Grains,6.36,29.87,87.41,28.73,95.83,Compost,2.44,0.38,58.68,47.44,1.06,0.32,0.4
Vegetables,24.49,71.5,79.79,1.12,96.21,Animal Feed,9.43,3.5,78.67,93.51,1.51,0.37,1.27
Fruits,2.31,69.56,91.52,1.49,81.42,Donation,0.75,0.32,90.04,106.85,1.45,0.3,0.82
Fruits,4.2,45.71,77.91,11.78,82.15,Compost,1.38,0.38,66.13,69.93,0.66,0.55,0.53
Vegetables,22.25,89.3,48.07,8.95,97.81,Animal Feed,8.71,3.97,39.11,39.77,1.37,0.45,1.11
Grains,33.58,14.2,32.63,19.93,96.78,Compost,13.0,0.95,12.7,-0.71,0.98,0.33,0.46
Meat,30.03,55.99,58.52,24.63,85.0,Compost,10.21,3.36,33.89,20.97,3.25,1.1,0.45
Vegetables,10.7,84.69,64.32,18.07,98.26,Biogas,4.21,1.81,46.25,41.04,1.54,0.51,1.09
Grains,31.94,12.61,23.92,17.94,96.17,Compost,12.29,0.81,5.97,-7.19,0.98,0.3,0.47
Grains,13.77,19.26,3.54,2.33,99.55,Animal Feed,5.48,0.53,1.2,-0.43,1.12,0.4,0.35
Vegetables,39.13,78.76,33.14,17.56,92.28,Biogas,14.44,6.16,15.58,4.65,1.36,0.55,1.12
Vegetables,20.25,91.57,56.97,19.39,98.85,Biogas,8.01,3.71,37.59,29.59,1.19,0.52,1.24
Grains,39.49,21.02,27.16,8.87,95.56,Animal Feed,15.1,1.66,18.29,14.85,1.06,0.34,0.38
Grains,7.56,17.71,85.48,0.69,95.91,Donation,2.9,0.27,84.79,101.2,1.05,0.35,0.35
