food_category,weight,moisture,freshness,contamination_level,organic_percentage,recommended_method,compost_yield,biogas_yield,animal_feed_score,donation_score,nitrogen,phosphorus,potassium,food_category_encoded
Mixed,-0.36006555987469774,0.522425030191827,-0.042661314410229564,0.06205946351016161,-0.8376465100171517,Biogas,7.3,2.93,33.23,27.35,1.78,0.39,0.61,3
Vegetables,1.5233436483930467,0.6372712537041592,-0.6752073008872821,-0.050478682765578764,0.002362664326782993,Biogas,17.63,7.09,16.09,7.56,1.45,0.51,0.96,4
Vegetables,-1.5333948413302696,1.1400424988581486,1.4987552152398629,-0.08722583256990217,0.5165635309436483,Biogas,1.4,0.65,78.72,82.97,1.42,0.49,1.17,4
Vegetables,0.8514552714293377,1.2290027481819872,1.4694480652872586,0.6500138603793357,-0.08185989141218872,Biogas,14.0,6.87,71.46,69.12,1.54,0.36,0.81,4
Vegetables,-1.0786324977643065,0.6398233920044335,0.4325331883927188,-0.7337459994397164,-0.3190128773087594,Animal Feed,3.73,1.53,53.78,57.55,1.64,0.38,1.15,4
Vegetables,-1.4357942139397517,0.5446650925227866,-0.3838802745726992,-0.7762348914009655,0.9487582248673085,Animal Feed,1.97,0.73,30.75,30.21,1.32,0.45,1.24,4
Grains,0.09257503092190637,-1.4069915248153604,-1.5579107458883537,0.4387177490044763,0.5520256596758453,Compost,10.28,1.04,-13.47,-31.32,1.04,0.27,0.44,1
Vegetables,0.9455196442042568,1.2166066478663702,-0.2938654568611275,-0.49374117728022937,-0.09515818968676021,Biogas,14.49,7.08,30.87,28.38,1.33,0.4,1.21,4
Vegetables,1.3804789619228683,0.5647176077392255,1.469796959929551,0.7062829335172057,0.5054816157148372,Biogas,17.28,6.61,70.97,68.14,1.39,0.55,1.08,4
Meat,-1.4244781991698368,0.2318458551463374,-1.3740432693999884,-1.5708920059194584,-0.19267904370030656,Biogas,1.93,0.67,9.29,10.0,3.41,1.31,0.59,2
Meat,-0.3862338440301262,-0.20165306471449862,0.5221991114619976,1.0657159925407436,-0.32122926035452287,Compost,7.35,2.09,40.68,29.3,3.14,1.22,0.55,2
Grains,-1.287978771007736,-1.0722968162937054,1.5018952670204992,0.23431172821792742,0.8091260929842811,Compost,2.78,0.41,76.0,77.46,1.18,0.33,0.41,1
Vegetables,1.7362261762520743,1.050353067162803,1.1247401587018595,1.1587322154829374,0.0001462812810195022,Biogas,18.76,8.68,57.15,48.41,1.09,0.65,1.19,4
Fruits,0.783559182809847,0.7386276033436147,-1.3461316980165552,-1.1873436298368332,-1.5757020642560162,Animal Feed,12.66,5.71,6.75,4.28,1.5,0.29,0.8,0
Meat,0.743953131115144,-0.11342199776216685,-0.4177230548751118,-0.5408234629670188,-0.13505308451048414,Compost,13.4,3.95,27.72,24.94,3.45,0.87,0.68,2
Fruits,-1.597047424411042,0.935142252464717,-1.3203134944868795,0.03449910115691906,-0.5340020327477077,Biogas,1.0,0.46,-3.15,-16.11,1.17,0.6,0.59,0
Mixed,-0.9039415197537422,0.520966665448813,-1.0670159841822242,0.45594297547525275,-1.3850931223204537,Biogas,4.4,1.82,0.44,-14.75,0.86,0.46,0.88,3
Grains,0.23897597200768297,-1.3092810870334393,-0.3064256639836724,0.9187273933234503,0.7603656659775094,Compost,11.19,1.28,18.21,3.36,1.0,0.28,0.42,1
Mixed,1.5770947185501434,0.811545840494302,-0.8384899934803658,-1.6570181382733413,-2.488851879110108,Animal Feed,15.78,7.66,25.4,29.92,0.79,0.24,1.21,3
Vegetables,-0.19386159294156963,0.6868556549666266,-0.21989979269502966,-1.283804898073182,0.7913950286181826,Animal Feed,8.81,3.48,39.87,44.69,1.39,0.45,1.26,4
Mixed,-0.5651683275794088,0.2963784950246961,0.36380094386101486,-1.4124199223883136,-0.010935633947791653,Animal Feed,6.51,2.3,57.72,67.0,1.24,0.42,0.72,3
Fruits,0.16542187600323466,-0.5979636836284842,1.2412709692276926,1.0737544315604393,0.5498092766300849,Compost,10.68,2.31,61.22,53.88,1.8,0.51,0.79,0
Vegetables,-0.8629209662127999,1.2279089746247267,0.556739681048996,-0.8991081735591716,1.0883903567503361,Animal Feed,5.19,2.41,58.79,64.72,1.05,0.34,1.08,4
Mixed,-1.681917535185405,-0.6544753174202671,-0.023123214441826318,-0.31804386727830836,-1.1058288585543956,Compost,0.55,0.12,37.1,34.64,1.03,0.27,0.79,3
Fruits,-1.6875755425703627,0.9376943907649914,0.52010574360824,0.17115256449174654,-0.6293065037154907,Biogas,0.53,0.24,48.41,44.81,0.73,0.42,0.59,0
Vegetables,0.10530554753806083,1.1509802344307516,1.568185249056153,-1.2263874765039267,-0.7246109746832704,Donation,9.73,4.81,90.62,105.19,1.34,0.52,1.39,4
Mixed,0.513389330178124,0.26721120016442124,-0.004980693042594944,-0.6797736231646165,-1.0637175806849113,Animal Feed,11.63,4.27,40.76,41.55,0.99,0.43,1.11,3
Grains,0.06994300138207615,-1.7435091892657824,0.3557763670882779,-0.17564866178655525,0.5165635309436483,Compost,10.14,0.55,46.71,45.18,1.15,0.34,0.38,1
Vegetables,0.8394320057363028,1.2537949488132205,-0.40760511024861734,1.1989244105814159,-0.38328798563586913,Biogas,13.74,6.89,12.87,-5.01,1.61,0.41,1.08,4
Meat,0.321724330012687,-0.04888935788380871,0.2755305993609076,1.0932763548939863,0.06663777265388958,Compost,11.27,3.4,33.38,20.34,2.17,1.04,0.51,2
Fruits,-0.5503160581938952,0.9176418755485519,1.273718170960934,0.3411081323367422,-3.0340821083676466,Compost,5.64,2.92,68.53,67.76,1.57,0.27,1.11,0
Fruits,-0.6373079217376175,-0.28879035810957,0.6254719255807004,-0.37890633414171887,-1.402824186686552,Compost,5.72,1.64,56.21,58.0,1.31,0.3,0.91,0
Meat,-1.592096667949204,0.3095037777118198,1.2862783780834788,0.8394913515578779,-0.5716805445256682,Biogas,1.03,0.37,64.55,59.52,3.06,1.05,0.38,2
Grains,0.7432458801920245,-1.1251625382279538,-0.2771185140310675,-1.3584475461132137,1.285648447823186,Animal Feed,14.31,1.96,38.88,44.03,1.1,0.29,0.42,1
Vegetables,1.3387511574588067,0.7586801185600536,-0.1843125391811526,-0.47881264767222315,0.47223587002840056,Biogas,17.02,6.99,33.89,31.91,1.72,0.57,1.09,4
Mixed,1.1739616923719176,0.12319768179181365,-0.9679299057710367,0.9244691354803759,0.388013314289432,Biogas,16.07,5.16,-0.8,-19.5,0.92,0.52,0.68,3
Grains,-1.3466805976266705,-1.5582968669030366,0.5330148453730781,0.8842769403818971,0.6495465136893916,Compost,2.43,0.19,42.57,32.83,0.98,0.31,0.46,1
Vegetables,0.3153590717046098,1.2877019290882905,-0.5858902724602962,0.6764258743011932,0.45007203957077824,Biogas,11.44,5.57,12.31,-2.04,1.69,0.65,1.34,4
Mixed,-1.681917535185405,0.7637843951606017,0.5417372114304009,-0.3915381668869549,-2.2472661271220105,Compost,0.51,0.24,53.92,55.33,1.55,0.39,0.78,3
Vegetables,-0.22356613171259687,1.1072292921403393,-1.6768838189102375,0.4352727037103209,0.2062699045369202,Biogas,8.42,3.92,-16.86,-35.36,1.64,0.56,1.35,4
Grains,-0.13728151909199407,-1.1608924744317906,-1.6147805725820987,-1.64323795709672,0.8113424760300414,Animal Feed,9.14,1.23,3.02,2.98,1.03,0.33,0.48,1
Vegetables,-0.20305585494212558,0.644563077419228,-0.7756889578676412,-0.6280979437522867,1.2767829156401382,Animal Feed,8.96,3.41,18.23,14.15,1.57,0.7,1.31,4
Vegetables,0.7022253266510824,0.861494832942523,0.2165674048134053,0.5684811217509931,0.24394841631488065,Biogas,13.42,5.77,36.25,27.44,1.78,0.55,1.22,4
Vegetables,-0.30065648233264347,0.6405525743759403,-0.03952126262959347,-0.979492563756129,1.2657010004113272,Animal Feed,8.41,3.19,42.39,45.59,1.46,0.52,1.2,4
Grains,-1.5821951550255282,-1.097818199296446,0.2800662297107156,1.6261100270566753,1.1105541872079614,Compost,1.17,0.17,28.86,11.22,1.07,0.37,0.45,1
Fruits,1.7411769327139122,0.3011181804394906,0.953432889336039,-1.7339574831761433,-2.30489208631183,Animal Feed,16.71,6.64,77.42,92.89,0.98,0.59,0.81,0
Grains,-0.9039415197537422,-1.1196936704416522,-0.9096645005081202,-1.4089748770941584,0.37249863296909697,Animal Feed,4.8,0.69,21.19,23.15,0.88,0.34,0.43,1
Vegetables,0.02962969876425359,1.0146231309589666,1.2426665477968646,1.0771994768545947,-0.17938074542573193,Biogas,9.6,4.43,61.24,53.89,1.47,0.46,1.23,4
Mixed,1.5261726520855254,-0.07951501748709726,-0.16128549278982018,0.16541082233482093,-1.5269416372492446,Compost,16.35,5.25,28.93,21.47,1.02,0.44,0.65,3
Vegetables,-1.6274592141051887,1.0853538209951332,-1.5401171191314151,-0.10904445276621912,-0.859810340474774,Biogas,0.83,0.41,-8.2,-21.17,1.43,0.42,1.58,4
Grains,1.2425650319145285,-1.2236021583813819,1.6857627435088651,0.03679579801968922,0.29270884332165226,Compost,16.36,2.11,82.99,87.24,0.93,0.25,0.39,1
Meat,0.6470597546477462,0.4753927672296334,-1.1500529090479377,-0.5419718113984038,-1.533590786386532,Biogas,12.02,4.91,6.75,-0.23,2.49,1.1,0.53,2
Mixed,0.986540197745199,-0.2001946999714849,0.6059338256122971,0.9462877556766927,-0.8708922557035852,Compost,14.16,4.14,44.12,34.26,1.12,0.14,0.53,3
Fruits,-1.181183881616662,0.6861264725951198,-0.1626810713589918,-1.0575802570903161,-2.103201229147456,Animal Feed,2.91,1.33,39.54,42.72,0.94,0.49,0.77,0
Vegetables,-0.07999419431929898,1.1250942602422573,-1.4822006085107915,1.4676379435255305,1.305595895235048,Biogas,9.67,4.31,-20.27,-46.64,1.57,0.53,1.29,4
Vegetables,1.4745433346977874,0.4987266031178534,0.19563372627583042,-0.4730709055152975,0.6805758763300648,Biogas,17.94,6.64,44.73,44.88,1.56,0.44,1.47,4
Vegetables,-0.857970209750962,0.632166977103611,0.30204659217516927,0.2549819999828593,0.3126562907335111,Biogas,5.03,1.99,41.43,35.84,1.34,0.42,1.16,4
Grains,-0.5460725526551771,-1.2425609000405604,-0.7146323954663814,-1.2631346263082501,1.1194197193910091,Animal Feed,6.98,0.85,25.51,27.32,0.92,0.27,0.39,1
Grains,-1.1790621288473029,-1.4201168075024841,0.5686020988869551,0.3709651915527551,0.45007203957077824,Compost,3.32,0.33,48.06,42.99,0.88,0.31,0.37,1
Grains,-0.2667084380228982,-1.1109434819835697,0.9422682607826659,1.420555657838741,0.4766686361199275,Compost,8.29,1.2,49.63,37.56,1.03,0.22,0.35,1
Fruits,1.0452420243641338,0.955194767681156,-1.7243334902620737,-1.698358681803205,-0.3389603247206214,Animal Feed,14.84,6.77,0.36,0.17,1.3,0.42,0.81,0
Grains,-0.2108356150964424,-1.4288669959605664,1.2388287067316426,1.374621720583337,0.6473301306436281,Compost,8.66,0.85,58.54,48.58,1.07,0.29,0.43,1
Grains,-0.17052231247861985,-1.2028204607934359,-0.720214709743068,-0.8348006614016058,0.9886531196910325,Animal Feed,9.03,1.16,21.62,19.66,0.93,0.28,0.37,1
Grains,1.5884107333200586,-1.2578737298422047,-0.30363450684532917,-0.6177628078698207,1.230238871679127,Animal Feed,19.04,2.27,31.66,30.2,0.96,0.34,0.44,1
Fruits,1.4179632608482122,0.07725919238688043,1.4429320724729968,0.12866367253049754,-3.0850589184201818,Compost,14.55,5.47,75.23,77.29,1.0,0.49,1.2,0
Grains,-0.7122765195883051,-1.53532762220057,-1.4187017836134814,-0.10674775590344895,1.0861739737045757,Compost,6.03,0.49,-4.73,-17.03,1.02,0.24,0.39,1
Grains,0.5452156217185105,-1.4142833485304291,0.3236780599973298,0.8429363968520334,0.36363310078604616,Compost,12.64,1.28,36.93,26.35,1.09,0.3,0.42,1
Vegetables,1.5438539251635177,0.9956643892997874,0.9764599357273711,-0.3674228498278678,0.9731384383706944,Biogas,18.57,8.06,66.18,69.88,1.33,0.58,1.03,4
Vegetables,0.5600678911040236,0.5151332064767581,1.3483816244116176,-0.8428391004213014,0.7271199202910729,Animal Feed,12.94,4.81,80.97,90.94,1.36,0.53,1.43,4
Fruits,-1.0446844534545612,0.014184917251535993,-0.5014577690254111,0.9336559229314566,-0.8930560861612106,Compost,3.8,1.24,12.49,-3.62,1.34,0.48,0.49,0
Grains,-0.9067705234462209,-1.651267619270163,-1.3712521122616448,0.1481855958640445,0.9022141809063005,Compost,4.9,0.32,-5.59,-19.84,0.87,0.29,0.34,1
Meat,0.27504576908678724,0.45388188727018053,0.6101205613198117,0.6603489962618017,-1.7286324944136184,Biogas,10.08,4.13,46.73,39.37,2.47,1.4,0.38,2
Meat,0.5381431124873134,-0.2133199826586086,1.7293745737954793,0.947436104108078,-0.47194330746636154,Compost,12.11,3.45,76.31,72.88,3.55,1.23,0.61,2
Grains,-1.4456957268634274,-1.227977252610423,0.5323170560884923,-0.717669121400325,0.9886531196910325,Animal Feed,1.92,0.24,56.5,60.7,1.0,0.28,0.42,1
Meat,-0.8862602466757498,0.32408742514195693,-0.5147157654325418,1.3654349331322564,-1.3584965257713044,Biogas,4.5,1.71,8.34,-11.6,3.16,0.84,0.57,2
Meat,-1.4633769999414197,0.07179032460057894,0.6401255005570023,0.338811435473972,-1.265408437849285,Biogas,1.63,0.56,50.39,46.0,2.7,0.91,0.64,2
Mixed,1.5304161576242437,0.03788334432550933,-1.1577285911783817,-0.026363365706491455,-0.23479032156979085,Compost,17.47,5.56,2.04,-9.46,1.14,0.36,0.67,3
Grains,0.004168665531944659,-1.2720927860865887,-1.289959660607396,1.010595267834259,0.27719416200131414,Compost,9.67,1.18,-10.78,-32.07,0.82,0.35,0.41,1
Vegetables,-0.3056072387944814,0.7251377294707373,0.4632359169144953,-0.9944210933641355,0.3946624634267193,Animal Feed,8.05,3.28,56.93,63.15,1.69,0.36,1.39,4
Vegetables,1.2171039986822194,0.7820139544482736,-0.7226569722391184,-0.09870931688375319,0.28384331113860145,Biogas,16.22,6.78,15.14,6.76,1.43,0.37,1.46,4
Vegetables,-0.7342012982050157,0.4863305028022364,-1.5900090529793018,-1.3687826819956797,-0.23035755547826386,Animal Feed,5.55,2.14,1.34,-0.95,1.54,0.49,1.47,4
Fruits,0.44124973601991535,-0.3507708596876541,-1.5376748566353649,0.31928951214042506,-1.504777806791619,Compost,11.02,3.07,-11.86,-28.55,1.33,0.52,0.83,0
Meat,1.6697445894788234,0.4363815103540159,1.4045536618207766,-1.3974913927803072,-1.4006078036407885,Donation,17.17,6.87,87.42,102.54,3.49,1.16,0.58,2
Vegetables,1.040291267902296,0.6598759072208724,-1.3067066034374557,0.578816257633459,-0.7733714016900419,Biogas,14.5,6.11,-7.5,-25.12,1.61,0.62,1.13,4
Vegetables,-1.3389008374723539,0.7495653389162177,-0.7669665918103185,0.04138919174522975,-0.717961825545983,Biogas,2.32,1.0,12.65,2.79,1.34,0.58,0.93,4
Meat,-1.391237405783211,-0.02883684266736953,1.7105342631116618,0.07813634154955315,0.04225755915050378,Compost,2.13,0.65,83.34,87.37,3.05,1.14,0.49,2
Vegetables,1.021195492978064,0.5749261609403218,0.808292718142187,-1.3056235182694989,-0.3456094738579087,Animal Feed,14.71,5.88,69.52,80.43,1.43,0.64,1.31,4
Vegetables,-0.952741833449001,0.7761804954762187,-1.726426858115831,-1.2470577482688585,0.7869622625266556,Animal Feed,4.62,1.88,-3.64,-7.77,1.27,0.6,1.45,4
Vegetables,-0.7766363535921972,0.5632592429962116,-1.4354487264435412,1.329836131759318,0.004579047372543334,Biogas,5.39,2.11,-17.73,-42.64,1.52,0.48,1.27,4
Mixed,-1.0178089183760128,0.4921639617742912,-0.07859746256639971,0.02875735899999345,0.23729926717759334,Biogas,4.15,1.57,32.49,26.69,1.62,0.2,0.89,3
Grains,1.5028333716225757,-1.2152165611090526,1.4108337653820489,0.2182348501785359,0.47223587002840056,Compost,17.92,2.32,73.54,74.64,1.17,0.34,0.38,1
Vegetables,-1.2936367783926934,0.9023290457469075,-1.508716601325053,-1.2367226123863926,0.31043990768775076,Animal Feed,2.68,1.16,2.51,-0.47,1.31,0.62,0.91,4
Grains,-1.5051048044054816,-1.115318576212611,-0.005678482327180632,0.763700355086461,0.36141671774028267,Compost,1.54,0.22,28.18,16.4,0.9,0.38,0.47,1
Grains,0.3351620975519613,-1.2031850519791893,1.562951829421759,-0.43862045257374427,0.8778339674029146,Compost,11.78,1.52,83.61,91.29,0.95,0.36,0.43,1
Grains,-1.4202346936311185,-1.495951774139199,-0.9658365379172792,-1.6271610790573285,0.6606284289182027,Animal Feed,2.03,0.18,21.49,25.03,1.01,0.36,0.45,1
Grains,0.7220283524984339,-1.4263148576602926,0.8749315948201334,-1.20916225003315,0.7138216220164982,Animal Feed,13.82,1.36,70.6,81.04,0.99,0.24,0.44,1
Vegetables,0.5537026327959467,1.184887214705821,1.2688336459688332,1.2172979854835775,0.8512373708537654,Biogas,12.98,6.01,60.76,52.34,1.33,0.64,1.14,4
Mixed,-1.456304490710223,0.21689761653044665,0.9380815250751509,-0.4983345710057699,-0.5317856497019443,Biogas,1.73,0.61,66.22,70.83,1.08,0.49,1.07,3
Vegetables,-1.0107364091448159,0.4407566045830568,1.1809121961110185,-0.8658060690490036,-0.12840393537319683,Animal Feed,4.12,1.55,76.38,85.59,1.45,0.44,1.36,4
Vegetables,-1.0503424608395187,1.3146816768340446,-0.36957559423868963,1.361989887838101,0.3126562907335111,Biogas,4.0,1.97,12.54,-6.53,1.55,0.54,1.13,4
Vegetables,-0.3565293052590992,0.8899329454312911,1.6554089096293814,0.35718501037613376,1.0750920584757646,Biogas,8.02,3.35,79.33,80.61,1.54,0.6,1.1,4
Meat,-0.1606207995549441,0.1855427745556511,0.02188419441395952,-0.0791873935502064,-1.0615011976391477,Biogas,8.23,2.92,36.31,32.03,2.31,1.16,0.55,2
Vegetables,-1.1055080328428548,1.2858789731595233,-1.1633109054550683,0.4226408709650848,-0.20376095892911772,Biogas,3.61,1.81,-2.03,-17.48,1.63,0.59,1.36,4
Meat,-0.7780508554384366,0.375859373518945,0.629658661288215,-0.6878120621843121,-0.2879835146680863,Biogas,5.31,1.96,59.03,63.54,3.13,0.9,0.59,2
Meat,-0.11464948955216386,0.24533572901921474,1.212312713917381,-1.6639082288616518,-1.0903141772340605,Donation,8.45,3.08,84.24,100.59,2.82,0.92,0.52,2
Vegetables,-0.13374526447639556,1.102125015539791,-0.3559687031892662,-0.9611189888539673,-0.5539494801595698,Animal Feed,8.58,4.14,33.16,34.39,1.36,0.41,1.05,4
Vegetables,0.8054839614265578,0.9869142008417051,0.7852656717508548,0.7820739299886227,-0.7246109746832704,Biogas,13.33,6.26,50.69,43.29,1.43,0.72,1.17,4
Vegetables,1.4108907516170153,0.8775368451156741,0.2964642778984825,-0.6372847312033676,0.60078608668262,Animal Feed,17.52,7.45,49.04,51.19,1.57,0.46,1.07,4
Grains,-0.42301089203235054,-1.2906869365600142,-0.9675810111287438,1.486011518427692,0.7448509846571714,Compost,7.53,0.88,-5.68,-29.27,0.82,0.25,0.39,1
Grains,-1.5737081439480922,-1.656371895870711,-0.008818534107816973,-0.4615874212014465,0.29270884332165226,Compost,1.17,0.08,38.75,37.62,0.98,0.24,0.42,1
Fruits,-0.6090178848128299,0.08783233677373006,0.010021776576000336,1.5962529678406623,-0.24365585375283852,Biogas,6.21,2.03,21.38,2.45,1.62,0.37,0.61,0
Grains,1.4165487590019732,-1.6272046010104362,1.627846232888241,-1.4020847865058477,0.7404182185656475,Donation,17.67,1.23,93.85,110.3,1.17,0.29,0.43,1
Mixed,-0.1761803198635773,-0.5429104145797153,0.8508578645019224,-1.329738835328586,0.388013314289432,Animal Feed,8.75,1.98,70.96,82.32,1.32,0.31,0.54,3
Vegetables,-1.0390264460696037,0.93331929653595,0.21726519409799125,1.0117436162656437,1.0307643975605167,Biogas,4.2,1.78,32.41,19.76,1.47,0.43,1.2,4
Vegetables,-1.4676205054801381,0.6011767263145692,1.621566129326969,-0.9071466125788674,0.7492837507486951,Animal Feed,1.78,0.68,89.37,101.47,1.71,0.73,1.04,4
Mixed,0.29272704216477957,-0.4616065801566991,1.2639491209767324,-0.8531742363037673,-1.2565429056662374,Animal Feed,10.41,2.68,78.65,88.22,0.85,0.39,0.92,3
Grains,1.2050807329891846,-1.0865158725380895,-0.6281065241777388,1.6008463615662027,0.742634601611411,Compost,16.5,2.41,3.05,-19.59,0.91,0.25,0.39,1
Grains,-0.24336915755994812,-1.0372960624613754,-1.5544217994654246,0.7338432958704484,0.37471501601485735,Compost,8.38,1.3,-15.95,-36.35,0.95,0.41,0.38,1
Vegetables,-1.2335204499275192,0.5752907521260748,0.4178796134164166,-0.3237856094352337,1.1548818481232093,Biogas,3.13,1.17,49.78,49.9,1.72,0.63,0.84,4
Vegetables,0.670399035110696,0.5479464131945672,0.4531179722880008,-0.2950768986506061,-0.48080883964941235,Biogas,12.79,5.1,50.55,50.63,1.6,0.55,1.41,4
Vegetables,0.6725207878800551,1.1043125626543118,-1.5565151673191822,0.24120181880623792,0.22621735194877904,Biogas,13.25,6.16,-11.72,-27.84,1.75,0.47,1.36,4
Mixed,0.9844184449758399,0.6259689269458026,-0.6462490455769703,0.2607237421397849,-2.482202729972821,Compost,13.0,5.91,14.21,3.14,2.1,0.27,0.67,3
Vegetables,0.22341645169904956,0.8294108085962202,-1.6723481885604294,1.6869724939200856,-0.2680360672562243,Biogas,10.58,4.61,-27.63,-57.0,1.56,0.63,1.21,4
Vegetables,0.7432458801920245,0.5712802490827871,0.29227754219096763,-1.4388319363101711,0.29270884332165226,Animal Feed,13.67,5.29,55.91,65.02,1.45,0.51,1.17,4
Fruits,0.1760306398500302,0.8480049590696457,0.7887546181737837,1.1483970796004714,0.5365109783555103,Biogas,10.73,4.53,47.6,37.03,0.72,0.39,0.65,0
Meat,-0.7695638443610003,0.06668604800003079,-0.16965896420485016,0.023015616843068045,-1.0969633263713479,Biogas,5.14,1.73,29.92,23.65,3.43,0.74,0.5,2
Grains,1.1223323749841803,-1.3803763682553594,-1.2358809910519946,-0.5580486894377954,0.45893757175382904,Compost,15.84,1.68,4.44,-2.88,1.11,0.33,0.45,1
Mixed,1.4384735376186832,0.27997189166579134,-0.2984010872109352,-1.4882109188597308,-0.3190128773087594,Animal Feed,16.92,6.02,39.4,45.56,0.79,0.68,0.71,3
Grains,1.0204882420549446,-1.1707364364471333,1.3923423493405243,-0.025215017275106374,1.1925603599011665,Compost,15.81,2.07,75.12,78.22,1.0,0.27,0.39,1
Meat,-1.4966177933280453,0.08054051305866149,-1.5233701763013552,0.5076186548875824,-0.5184873514273728,Biogas,1.52,0.5,-13.09,-31.33,2.91,0.92,0.42,2
Mixed,1.1470861572933697,0.935142252464717,1.1058998480180424,-1.109255936502646,0.2528139484979283,Animal Feed,15.82,6.96,76.35,87.25,1.27,0.51,0.29,3
Vegetables,1.5657787037802284,0.43310018968223485,0.6861795933396672,1.0817928705801352,1.2612682343198,Biogas,18.93,6.65,45.25,34.67,1.6,0.41,1.44,4
Vegetables,0.9518849025123344,1.163011743560615,-0.16721670170879976,0.4651297629263338,-0.352258622995196,Biogas,14.35,6.99,26.15,16.05,1.35,0.64,1.14,4
Fruits,0.0989402892299836,-0.05107690499832915,-0.19582606237681868,0.9681063758730099,0.3392528872826604,Compost,10.21,3.03,20.95,6.3,1.35,0.35,0.75,0
Vegetables,0.3111155661658917,0.9716013710400607,0.8205040306224387,0.47431655037741444,1.1548818481232093,Biogas,11.8,5.04,54.38,49.86,1.3,0.4,0.8,4
